SK_ID_CURR,CODE_GENDER,age,DAYS_BIRTH,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,AMT_CREDIT,A,B,C,D
118772,0,1,20807,1,112500,1,123637.5,,1.0,,
350784,0,1,18248,1,202500,4,450000.0,,1.0,,
435377,1,1,10978,1,315000,4,526491.0,1.0,,,
127507,0,1,20756,0,135000,4,540000.0,,1.0,,
239790,0,1,10177,0,126000,1,1035000.0,,1.0,,
369284,0,1,20763,1,112500,4,163512.0,,1.0,,
302986,0,1,22521,1,54000,4,135000.0,,1.0,,
312798,1,1,15277,1,225000,4,652500.0,1.0,,,
162419,1,0,8157,0,112500,4,373311.0,,,1.0,
313634,0,1,19612,0,67500,4,450000.0,,1.0,,
129634,0,1,17823,1,112500,1,203760.0,,1.0,,
249284,0,1,9752,0,270000,4,691020.0,,1.0,,
158295,0,1,10832,1,117000,4,765000.0,,1.0,,
259532,0,1,22569,1,112500,4,781920.0,,1.0,,
366177,1,1,12256,1,135000,1,584014.5,1.0,,,
180353,0,1,16033,1,157500,4,1256400.0,,1.0,,
437774,1,1,20395,1,337500,1,1190434.5,1.0,,,
274067,0,1,22429,1,144000,4,755190.0,,1.0,,
101770,0,1,16636,1,112500,1,1080000.0,,1.0,,
106429,1,1,17634,1,135000,4,509922.0,1.0,,,
428281,1,1,12739,1,67500,4,225000.0,1.0,,,
291238,0,1,15142,0,90000,4,495000.0,,1.0,,
422222,0,1,20885,1,225000,4,916470.0,,1.0,,
336051,0,1,17228,1,135000,4,315000.0,,1.0,,
165652,1,1,13036,1,495000,4,1125000.0,1.0,,,
253162,1,1,18456,1,216000,4,1024740.0,1.0,,,
233715,0,1,16848,1,72000,4,808650.0,,1.0,,
269025,1,1,17838,1,135000,4,247500.0,1.0,,,
137003,1,1,11938,1,225000,1,270000.0,1.0,,,
300141,0,1,22593,1,112500,4,1286608.5,,1.0,,
143321,1,1,24039,1,157500,4,225000.0,1.0,,,
192808,1,1,10950,1,135000,1,360000.0,1.0,,,
226089,0,1,22219,1,112500,4,824823.0,,1.0,,
382578,1,1,20770,1,54000,4,808650.0,1.0,,,
240153,1,1,16531,1,337500,4,765000.0,1.0,,,
203628,1,1,18312,1,180000,1,862560.0,1.0,,,
321432,1,1,20425,1,180000,4,339241.5,1.0,,,
150795,1,1,13440,1,157500,4,765000.0,1.0,,,
198960,1,1,15082,0,45000,4,142632.0,1.0,,,
312111,0,1,23528,1,225000,4,431280.0,,1.0,,
423391,0,1,20916,0,72000,4,284400.0,,1.0,,
421340,1,1,22394,0,270000,1,1236816.0,1.0,,,
223000,0,1,9606,0,112500,4,426645.0,,1.0,,
280136,1,1,19904,1,135000,4,337500.0,1.0,,,
149145,0,1,13121,1,144000,4,321574.5,,1.0,,
348652,0,1,12627,1,99000,4,270000.0,,1.0,,
122966,1,0,9029,1,112500,4,862560.0,,,1.0,
269798,0,1,10378,0,72000,4,247536.0,,1.0,,
239820,0,1,11567,1,135000,4,450000.0,,1.0,,
219612,0,1,19408,0,67500,4,454500.0,,1.0,,
335453,1,0,8645,1,112500,4,253737.0,,,1.0,
283353,0,1,21226,1,85500,1,258709.5,,1.0,,
161959,1,1,19286,0,450000,4,1575000.0,1.0,,,
433544,0,1,22079,1,135000,4,666000.0,,1.0,,
149968,0,1,11822,1,103500,3,1166724.0,,1.0,,
106559,0,1,16891,1,135000,4,269982.0,,1.0,,
108148,0,1,20022,1,135000,4,473760.0,,1.0,,
208335,1,1,15542,0,112500,4,343377.0,1.0,,,
366915,1,1,9363,1,180000,1,797557.5,1.0,,,
133647,0,1,18858,1,81000,4,1024290.0,,1.0,,
447028,0,1,13988,0,90000,4,544491.0,,1.0,,
134264,0,0,8756,0,202500,1,225000.0,,,,1.0
218278,1,1,22923,0,337500,1,582768.0,1.0,,,
269817,0,1,9721,1,202500,1,285453.0,,1.0,,
367897,1,1,15053,1,225000,4,270000.0,1.0,,,
354536,0,1,14205,1,101250,1,450000.0,,1.0,,
265784,0,1,23393,1,90000,4,378706.5,,1.0,,
222836,1,0,8923,0,135000,4,284400.0,,,1.0,
259100,0,0,8758,0,112500,1,1288350.0,,,,1.0
325397,0,1,17099,1,427500,4,1252278.0,,1.0,,
455631,0,1,22796,0,90000,4,557770.5,,1.0,,
146393,1,1,10994,1,315000,4,760225.5,1.0,,,
164351,0,1,16699,1,135000,4,521280.0,,1.0,,
436318,0,1,21573,0,90000,4,239850.0,,1.0,,
366461,0,1,19211,0,90000,4,1236816.0,,1.0,,
129504,0,1,20339,1,225000,1,132768.0,,1.0,,
313568,0,1,17797,1,135000,4,1350000.0,,1.0,,
242237,0,1,13307,1,67500,4,135000.0,,1.0,,
325119,0,1,21902,1,157500,4,269550.0,,1.0,,
325348,1,1,10503,1,135000,4,307152.0,1.0,,,
326333,0,0,9039,0,159750,1,2013840.0,,,,1.0
219052,0,1,15884,0,270000,4,900000.0,,1.0,,
382326,0,1,14658,0,315000,4,916470.0,,1.0,,
269353,0,1,11398,0,157500,4,848745.0,,1.0,,
257230,1,1,11004,1,112500,4,253737.0,1.0,,,
402231,0,1,12372,1,144000,4,521280.0,,1.0,,
237848,1,1,10244,0,247500,4,539100.0,1.0,,,
207595,0,1,18941,1,135000,4,781920.0,,1.0,,
145728,0,1,22885,1,112500,4,315000.0,,1.0,,
128361,0,1,10363,0,180000,1,495000.0,,1.0,,
375174,0,1,20757,0,48600,4,364896.0,,1.0,,
153530,0,1,14222,1,90000,4,157500.0,,1.0,,
434729,0,1,21554,1,270000,1,495801.0,,1.0,,
274859,1,1,18221,0,180000,4,1125000.0,1.0,,,
397598,0,0,8312,1,112500,4,640080.0,,,,1.0
159415,0,1,14182,1,123525,4,904500.0,,1.0,,
452653,1,1,10061,0,166500,4,675000.0,1.0,,,
271121,0,1,14199,1,90000,4,117000.0,,1.0,,
322386,1,1,11290,1,202500,1,900000.0,1.0,,,
246732,1,1,12790,0,148500,1,1046142.0,1.0,,,
364003,0,1,22486,1,157500,4,634360.5,,1.0,,
121601,0,1,19450,1,117000,4,95940.0,,1.0,,
143591,0,1,10311,1,90000,1,296280.0,,1.0,,
452922,1,1,13076,1,202500,4,755190.0,1.0,,,
423282,0,1,18760,1,247500,4,1350000.0,,1.0,,
333101,1,0,8912,1,189000,4,239850.0,,,1.0,
238491,0,1,16990,1,126000,4,107820.0,,1.0,,
195535,1,0,8349,1,112500,1,202500.0,,,1.0,
197738,0,1,14795,0,90000,4,76410.0,,1.0,,
226307,0,1,14113,0,157500,4,299772.0,,1.0,,
383376,0,1,23398,0,216000,4,1288350.0,,1.0,,
431470,0,1,13461,1,621000,1,3312162.0,,1.0,,
159210,1,0,8288,0,126000,4,188685.0,,,1.0,
136005,0,1,10714,1,288000,1,373311.0,,1.0,,
387887,0,1,21033,1,202500,4,571486.5,,1.0,,
272502,0,1,11037,1,67500,4,948582.0,,1.0,,
391299,1,1,19924,1,225000,3,521280.0,1.0,,,
183868,0,1,15384,1,180000,2,450000.0,,1.0,,
340010,0,1,11806,1,90000,2,111384.0,,1.0,,
354450,0,1,9778,1,90000,4,187704.0,,1.0,,
344325,1,1,16394,1,135000,4,276277.5,1.0,,,
233587,1,1,12900,1,193500,4,561384.0,1.0,,,
206729,1,1,22797,1,180000,4,792162.0,1.0,,,
408144,0,1,20260,0,202500,4,781920.0,,1.0,,
349683,0,1,13681,0,360000,4,787131.0,,1.0,,
365602,0,1,20730,1,135000,4,180000.0,,1.0,,
401858,1,1,22612,1,117000,4,337500.0,1.0,,,
205408,0,1,16574,1,135000,4,343800.0,,1.0,,
200740,0,1,14418,0,135000,4,675000.0,,1.0,,
307483,0,1,17699,1,81000,4,373311.0,,1.0,,
184931,0,1,21093,0,67500,4,900000.0,,1.0,,
284582,0,1,13092,0,225000,4,331834.5,,1.0,,
403283,1,1,19777,1,135000,4,373311.0,1.0,,,
116372,1,1,18761,0,270000,4,900000.0,1.0,,,
273348,0,1,12846,0,90000,4,270000.0,,1.0,,
196651,0,1,19141,1,135000,4,620878.5,,1.0,,
339110,0,1,23788,1,126000,4,268659.0,,1.0,,
130594,0,1,24291,1,108000,4,225000.0,,1.0,,
371721,1,1,14718,0,225000,4,508495.5,1.0,,,
450941,0,1,24698,1,85500,4,196677.0,,1.0,,
127458,1,1,17747,1,540000,2,1180899.0,1.0,,,
115970,0,1,9247,1,126000,1,592560.0,,1.0,,
231218,0,1,16434,1,112500,4,679500.0,,1.0,,
248277,0,1,11603,0,180000,2,360000.0,,1.0,,
255282,0,1,18096,1,153000,1,265536.0,,1.0,,
255050,1,1,9605,0,337500,4,704844.0,1.0,,,
455471,0,1,19092,1,135000,4,993082.5,,1.0,,
275695,0,1,19738,1,112500,4,835605.0,,1.0,,
344564,0,1,17934,0,157500,1,1006920.0,,1.0,,
122674,0,1,10218,0,247500,1,1800000.0,,1.0,,
389379,1,1,16521,0,72000,4,225000.0,1.0,,,
401027,1,1,13438,1,270000,4,1057266.0,1.0,,,
401382,0,1,20008,0,162000,4,188685.0,,1.0,,
270586,1,1,14296,1,180000,1,450000.0,1.0,,,
261889,0,0,8682,1,117000,2,916470.0,,,,1.0
280674,1,1,23240,1,90000,4,630000.0,1.0,,,
209652,0,1,16455,1,166500,4,1528200.0,,1.0,,
283792,0,1,14131,0,225000,1,720000.0,,1.0,,
406495,0,1,18682,0,255150,2,450000.0,,1.0,,
194356,0,1,11007,0,112500,1,269550.0,,1.0,,
271812,1,1,17542,1,202500,4,1215000.0,1.0,,,
234850,1,1,13206,1,157500,4,497520.0,1.0,,,
454270,0,1,21224,1,112500,4,506889.0,,1.0,,
325398,1,1,14122,1,135000,2,104481.0,1.0,,,
245588,1,1,10833,1,166500,4,970380.0,1.0,,,
371316,0,1,10365,1,90000,1,454500.0,,1.0,,
289791,0,1,11630,0,180000,1,819432.0,,1.0,,
152849,1,1,21107,0,121500,4,247275.0,1.0,,,
422721,0,1,21327,1,207000,4,317979.0,,1.0,,
266488,0,1,15733,0,202500,4,1206000.0,,1.0,,
284363,1,1,12567,0,157500,4,191880.0,1.0,,,
122361,0,1,20692,0,193500,4,900000.0,,1.0,,
410195,1,1,11071,0,157500,1,299250.0,1.0,,,
388695,1,1,19561,1,189000,1,180000.0,1.0,,,
204379,0,1,21892,1,103500,4,207306.0,,1.0,,
280495,0,1,14389,0,54000,4,343800.0,,1.0,,
167234,0,1,17170,1,157500,4,1079883.0,,1.0,,
413450,0,1,15378,0,112500,4,315000.0,,1.0,,
423790,1,1,24814,1,180000,1,239850.0,1.0,,,
267958,1,1,15047,0,135000,4,417024.0,1.0,,,
431326,1,1,20163,1,180000,4,1078200.0,1.0,,,
184997,0,1,14977,1,135000,4,414792.0,,1.0,,
263001,0,1,16626,0,247500,4,729792.0,,1.0,,
278572,0,1,10587,1,81000,4,161730.0,,1.0,,
449290,1,1,9303,0,180000,4,450000.0,1.0,,,
160570,0,1,18405,1,162000,4,819792.0,,1.0,,
269236,0,1,20795,0,126000,4,585000.0,,1.0,,
209398,0,1,22342,1,112500,4,368163.0,,1.0,,
169562,1,1,9664,1,225000,4,473760.0,1.0,,,
329714,0,0,7737,1,135000,1,270000.0,,,,1.0
309074,0,1,15330,0,90000,4,1125000.0,,1.0,,
353713,0,1,20149,0,85500,4,450000.0,,1.0,,
344177,0,1,14345,1,135000,4,270000.0,,1.0,,
418757,0,1,20540,0,126000,4,900000.0,,1.0,,
238990,0,1,19971,1,135000,4,450000.0,,1.0,,
284789,0,1,16677,1,157500,4,319500.0,,1.0,,
403563,0,1,11623,1,99000,4,508495.5,,1.0,,
151322,0,1,18762,0,157500,4,508495.5,,1.0,,
152000,0,1,21514,1,99000,4,675000.0,,1.0,,
130075,1,1,18025,1,157500,4,1288350.0,1.0,,,
137381,1,1,17044,0,630000,1,1288350.0,1.0,,,
355606,0,1,9410,1,144000,4,355536.0,,1.0,,
225441,0,1,19581,1,135000,4,450000.0,,1.0,,
172636,0,1,9765,1,54000,4,150948.0,,1.0,,
136932,0,1,15108,0,225000,4,545040.0,,1.0,,
162026,1,1,14923,1,135000,4,111384.0,1.0,,,
391282,0,1,21427,1,234000,4,1125000.0,,1.0,,
296778,0,1,14801,1,135000,1,450000.0,,1.0,,
303807,0,1,20273,0,135000,4,358443.0,,1.0,,
321369,0,1,23687,1,67500,4,142200.0,,1.0,,
349226,0,1,20795,0,90000,4,225000.0,,1.0,,
388690,1,1,19826,1,180000,4,191880.0,1.0,,,
253838,0,1,19707,1,112500,4,900297.0,,1.0,,
278515,0,1,13951,0,193500,1,1436850.0,,1.0,,
219702,0,1,20103,1,360000,1,990000.0,,1.0,,
210272,0,1,24413,1,90000,4,247275.0,,1.0,,
311035,0,1,20776,1,135000,4,868797.0,,1.0,,
444877,1,0,8621,1,270000,4,450000.0,,,1.0,
451595,1,1,12483,1,180000,4,180000.0,1.0,,,
101316,0,1,23815,1,45000,4,254700.0,,1.0,,
253152,0,1,13779,1,112500,4,180000.0,,1.0,,
150121,0,1,20909,1,180000,4,722925.0,,1.0,,
166808,1,1,13896,0,225000,4,441000.0,1.0,,,
394880,1,1,24895,1,45000,4,91143.0,1.0,,,
423243,1,1,11844,0,202500,4,497520.0,1.0,,,
184908,1,1,11499,0,126000,4,675000.0,1.0,,,
281898,0,1,11177,1,90000,4,545040.0,,1.0,,
405385,0,1,9738,1,67500,2,180000.0,,1.0,,
400635,1,1,21103,1,139500,4,508500.0,1.0,,,
328098,0,1,20223,1,112500,4,537669.0,,1.0,,
284982,0,1,9225,1,112500,1,720000.0,,1.0,,
252914,0,1,15595,1,90000,4,254700.0,,1.0,,
385901,1,1,10147,0,180000,2,521280.0,1.0,,,
114026,0,1,15524,1,67500,4,90000.0,,1.0,,
209523,0,1,12773,1,112500,4,216000.0,,1.0,,
217385,1,1,10885,1,81000,4,134775.0,1.0,,,
178639,1,1,20193,1,90000,4,135000.0,1.0,,,
210579,0,1,14083,1,112500,4,454500.0,,1.0,,
135708,0,1,23184,1,81000,3,286704.0,,1.0,,
171249,0,1,18247,1,202500,4,265851.0,,1.0,,
144911,1,1,21168,0,180000,4,500427.0,1.0,,,
384141,0,1,12389,1,90000,4,314100.0,,1.0,,
429259,0,1,11224,0,99000,1,675000.0,,1.0,,
190351,0,1,9351,1,67500,4,270000.0,,1.0,,
201016,0,1,18846,1,90000,4,702000.0,,1.0,,
335094,0,1,15188,0,76500,4,855000.0,,1.0,,
260800,0,1,10076,1,67500,4,254700.0,,1.0,,
147867,0,1,19321,1,144000,4,539100.0,,1.0,,
423826,0,1,21718,0,90000,1,284400.0,,1.0,,
435344,0,1,10215,1,90000,1,1027327.5,,1.0,,
176421,1,1,10937,0,315000,4,485640.0,1.0,,,
214806,0,1,17356,1,225000,4,691020.0,,1.0,,
117952,1,1,9926,1,157500,4,247500.0,1.0,,,
216325,0,1,24826,1,49500,4,95940.0,,1.0,,
316436,0,1,9602,0,135000,4,550980.0,,1.0,,
411473,0,1,21830,1,247500,4,479637.0,,1.0,,
333341,1,1,13520,1,225000,4,360000.0,1.0,,,
147244,0,1,15724,1,117000,1,454500.0,,1.0,,
333581,0,1,22166,1,112500,3,663093.0,,1.0,,
235437,0,1,17747,1,126000,4,500211.0,,1.0,,
217426,0,1,10853,1,270000,1,826110.0,,1.0,,
119824,0,1,14118,0,76500,1,1170000.0,,1.0,,
345208,0,1,11017,0,90000,1,269550.0,,1.0,,
313187,0,0,8342,0,157500,4,398160.0,,,,1.0
265496,1,1,17474,1,202500,4,755190.0,1.0,,,
416018,1,1,15442,1,234000,4,436500.0,1.0,,,
180511,1,1,12267,0,157500,4,360000.0,1.0,,,
386598,1,1,15804,1,90000,4,592560.0,1.0,,,
270030,0,1,14952,1,157500,4,1350000.0,,1.0,,
223168,0,1,18038,1,72000,4,225000.0,,1.0,,
156584,0,1,14424,0,225000,4,1354500.0,,1.0,,
349663,0,1,9647,1,81000,1,191880.0,,1.0,,
402966,0,1,13250,1,67500,1,270000.0,,1.0,,
407450,0,1,15425,0,162000,4,101880.0,,1.0,,
368869,1,1,18405,1,121500,4,225000.0,1.0,,,
220232,0,1,13122,0,157500,4,1078200.0,,1.0,,
453184,0,1,19629,1,247500,1,1211049.0,,1.0,,
114247,1,1,14368,1,202500,4,755190.0,1.0,,,
134670,0,1,19336,1,225000,1,229365.0,,1.0,,
386427,0,1,14751,1,202500,1,1046142.0,,1.0,,
257451,0,1,14081,1,72000,1,654498.0,,1.0,,
310695,0,1,16545,0,202500,4,1724220.0,,1.0,,
369083,0,1,16809,1,153000,4,728460.0,,1.0,,
305197,1,1,12056,1,292500,4,1350000.0,1.0,,,
208019,0,1,14283,1,112500,4,225000.0,,1.0,,
184098,0,1,21127,0,166500,4,436360.5,,1.0,,
320689,0,1,16809,0,202500,4,599472.0,,1.0,,
343915,1,1,18012,1,157500,4,781920.0,1.0,,,
209114,0,1,15954,1,157500,4,1779030.0,,1.0,,
389086,0,0,8285,1,148500,4,241618.5,,,,1.0
198180,1,1,9384,1,99000,4,298512.0,1.0,,,
377299,0,1,18356,1,360000,4,1530000.0,,1.0,,
453194,0,1,11991,0,67500,4,90000.0,,1.0,,
291816,0,1,18984,1,153000,4,343683.0,,1.0,,
360078,1,1,22857,1,67500,4,447768.0,1.0,,,
161708,1,1,12367,1,180000,1,630000.0,1.0,,,
193302,1,1,18129,1,67500,4,291915.0,1.0,,,
262249,0,1,18088,1,90000,4,835380.0,,1.0,,
345682,1,1,13064,0,157500,4,1252278.0,1.0,,,
152572,0,1,24592,1,112500,1,86598.0,,1.0,,
286055,0,1,17706,1,135000,4,1113840.0,,1.0,,
168128,0,1,15638,1,112500,4,152820.0,,1.0,,
449952,0,1,20518,1,189000,4,835380.0,,1.0,,
361731,0,1,21478,0,180000,4,558841.5,,1.0,,
259817,1,1,11919,1,90000,4,180000.0,1.0,,,
335200,0,1,23354,1,135000,1,545040.0,,1.0,,
395607,0,1,20308,1,202500,4,2013840.0,,1.0,,
171772,1,1,9966,0,99000,4,360000.0,1.0,,,
309186,0,1,15123,1,81000,4,345510.0,,1.0,,
222658,1,1,15563,1,225000,4,1250118.0,1.0,,,
197468,0,1,18458,0,67500,4,260640.0,,1.0,,
194776,0,1,9882,0,135000,4,382500.0,,1.0,,
185986,1,1,19484,0,247500,4,1011955.5,1.0,,,
439139,0,1,22453,1,112500,4,808650.0,,1.0,,
437129,0,1,11303,0,36000,4,269550.0,,1.0,,
201831,1,1,14176,0,81000,4,202500.0,1.0,,,
312151,0,1,19847,1,180000,1,450000.0,,1.0,,
119372,0,1,14447,0,225000,4,202500.0,,1.0,,
426868,0,1,24134,1,202500,4,254700.0,,1.0,,
361320,1,1,13903,1,247500,1,545040.0,1.0,,,
452322,0,1,19094,1,157500,4,701730.0,,1.0,,
253812,0,1,19439,1,175500,4,1143000.0,,1.0,,
190203,0,1,13766,1,180000,4,1129500.0,,1.0,,
433880,0,1,23682,1,112500,2,225000.0,,1.0,,
285713,0,1,19115,0,94500,4,521280.0,,1.0,,
320327,1,1,23395,1,261000,3,343377.0,1.0,,,
159302,0,1,12246,0,157500,1,229500.0,,1.0,,
452660,0,1,23735,1,112500,1,1035000.0,,1.0,,
417041,0,1,16883,0,112500,1,540000.0,,1.0,,
157843,0,1,22110,1,270000,4,675000.0,,1.0,,
167748,0,1,16051,0,90000,4,913500.0,,1.0,,
181673,0,1,12024,1,225000,1,884844.0,,1.0,,
131711,0,1,15168,1,153000,4,808650.0,,1.0,,
384658,1,1,20857,1,72000,4,544491.0,1.0,,,
385891,1,1,13608,0,112500,3,545040.0,1.0,,,
405105,1,1,19552,1,292500,4,398016.0,1.0,,,
207448,1,1,16088,1,112500,4,310671.0,1.0,,,
224839,0,1,13775,0,67500,4,450000.0,,1.0,,
182159,0,1,21344,1,202500,1,481500.0,,1.0,,
447706,0,1,21371,1,130500,4,1205896.5,,1.0,,
434228,0,1,22302,1,90000,4,274500.0,,1.0,,
239392,1,1,12500,1,225000,1,1350000.0,1.0,,,
320679,1,1,15800,0,180000,4,405000.0,1.0,,,
278312,0,1,22671,1,112500,4,135000.0,,1.0,,
395947,1,1,17457,1,247500,4,916470.0,1.0,,,
365955,1,1,14047,1,270000,1,675000.0,1.0,,,
309436,0,1,22014,1,254907,4,139500.0,,1.0,,
300631,0,1,14591,1,67500,1,229500.0,,1.0,,
450756,1,1,18882,1,112500,4,508495.5,1.0,,,
306456,0,1,17632,1,104400,4,76410.0,,1.0,,
363144,0,1,9565,1,108000,4,286704.0,,1.0,,
158648,0,1,21634,1,103500,4,315000.0,,1.0,,
361035,1,1,12511,1,126000,1,259794.0,1.0,,,
182924,0,1,14003,0,202500,4,269550.0,,1.0,,
317101,1,0,8947,0,234000,4,675000.0,,,1.0,
108854,1,1,23649,0,103500,3,450000.0,1.0,,,
414135,0,1,14316,1,94500,4,652311.0,,1.0,,
183732,0,1,21085,1,157500,4,592560.0,,1.0,,
218249,0,1,10591,1,112500,4,592560.0,,1.0,,
438490,1,1,14855,1,157500,1,178290.0,1.0,,,
443851,0,1,12025,0,90000,1,180000.0,,1.0,,
327548,0,1,18444,0,315000,1,781920.0,,1.0,,
439729,0,1,17743,0,171000,4,961146.0,,1.0,,
195863,0,1,19606,1,121500,4,364896.0,,1.0,,
170806,0,1,10329,1,162000,1,592560.0,,1.0,,
228896,0,1,11181,1,113301,4,348264.0,,1.0,,
343066,1,1,17455,1,157500,4,1029681.0,1.0,,,
215379,1,1,15012,1,450000,4,1280794.5,1.0,,,
285141,1,1,15874,1,157500,1,900000.0,1.0,,,
424092,1,1,11829,0,135000,4,331632.0,1.0,,,
311664,1,1,16876,1,225000,4,1078200.0,1.0,,,
438225,0,1,22441,1,135000,4,148365.0,,1.0,,
121004,1,1,15253,1,180000,4,348264.0,1.0,,,
444660,0,1,11178,1,76500,1,225000.0,,1.0,,
447266,0,1,13685,1,103500,4,508495.5,,1.0,,
390362,1,1,15301,1,180000,4,948582.0,1.0,,,
374575,1,1,11590,1,90000,4,71955.0,1.0,,,
386584,0,0,8616,1,157500,4,1078200.0,,,,1.0
159590,0,1,9598,1,202500,1,1418692.5,,1.0,,
364143,0,1,16274,1,225000,4,544491.0,,1.0,,
187094,0,1,16799,1,112500,4,495000.0,,1.0,,
298411,1,1,11609,0,81000,4,450000.0,1.0,,,
237042,1,1,15947,1,315000,1,518562.0,1.0,,,
187421,1,1,14111,1,99000,4,325908.0,1.0,,,
154481,1,0,9110,0,81000,4,343800.0,,,1.0,
229489,1,1,15783,1,315000,4,906615.0,1.0,,,
116446,1,1,18570,0,225000,4,1006920.0,1.0,,,
288340,1,1,14102,1,405000,4,1262583.0,1.0,,,
150183,1,1,21915,1,94500,1,199080.0,1.0,,,
101207,0,1,17974,0,76500,4,545040.0,,1.0,,
116575,1,1,20248,1,225000,4,1467612.0,1.0,,,
265037,1,1,12641,1,180000,4,906615.0,1.0,,,
185793,0,1,23604,1,126000,4,675000.0,,1.0,,
367813,0,1,23738,1,135000,4,88618.5,,1.0,,
218789,1,1,14866,0,157500,4,417024.0,1.0,,,
112122,0,1,23627,1,135000,1,518562.0,,1.0,,
339602,0,1,15515,1,157500,1,495000.0,,1.0,,
250902,0,1,25197,1,112500,4,225000.0,,1.0,,
411060,1,1,10643,0,180000,4,640080.0,1.0,,,
112155,0,1,16497,1,94500,1,225000.0,,1.0,,
143155,0,0,8222,1,180000,1,540000.0,,,,1.0
399724,0,1,21245,0,73350,4,337500.0,,1.0,,
314331,1,1,21383,1,189000,4,436032.0,1.0,,,
256934,0,1,15038,0,126000,1,578979.0,,1.0,,
385360,0,1,22189,1,117000,4,269550.0,,1.0,,
124865,1,1,9133,1,90000,4,900000.0,1.0,,,
257573,1,1,16229,0,135000,4,625536.0,1.0,,,
104926,0,1,21966,0,72000,4,781920.0,,1.0,,
240660,0,1,10068,0,157500,4,604152.0,,1.0,,
105954,0,1,17385,1,112500,4,448056.0,,1.0,,
223391,0,1,19139,1,157500,4,888840.0,,1.0,,
365388,1,1,22999,1,180000,4,540000.0,1.0,,,
167452,1,1,13305,1,90000,4,130824.0,1.0,,,
191931,0,1,15587,1,126000,4,269550.0,,1.0,,
346523,0,1,14225,1,81000,4,364896.0,,1.0,,
435649,0,1,19472,0,90000,4,1125000.0,,1.0,,
152293,1,0,8336,1,112500,1,284400.0,,,1.0,
323700,0,1,21801,1,103500,4,454500.0,,1.0,,
129996,1,1,17177,1,157500,4,545040.0,1.0,,,
147472,0,1,15063,1,112500,4,508495.5,,1.0,,
299315,0,1,21516,0,270000,4,1096020.0,,1.0,,
141667,0,1,9355,0,247500,1,675000.0,,1.0,,
338277,1,1,17353,1,315000,1,610335.0,1.0,,,
301387,0,1,21785,1,157500,4,1037128.5,,1.0,,
422233,0,1,12856,1,225000,4,562491.0,,1.0,,
275827,1,1,18257,1,315000,4,1068624.0,1.0,,,
217541,0,1,16430,1,99000,4,521280.0,,1.0,,
384589,0,1,22402,1,157500,1,1125000.0,,1.0,,
132393,0,1,16391,1,180000,4,604152.0,,1.0,,
138485,0,1,11029,1,112500,1,270000.0,,1.0,,
130948,0,1,20656,1,112500,1,270000.0,,1.0,,
179507,1,1,14217,1,450000,1,270000.0,1.0,,,
395031,1,1,10497,1,180000,4,152820.0,1.0,,,
238696,0,1,22026,1,202500,4,694773.0,,1.0,,
369013,1,1,15637,0,90000,4,355500.0,1.0,,,
366365,0,1,21277,0,225000,4,298512.0,,1.0,,
386866,1,1,15402,0,270000,4,400392.0,1.0,,,
216733,1,1,15820,1,450000,4,1365651.0,1.0,,,
412060,1,1,15282,0,157500,4,1080504.0,1.0,,,
152642,0,1,22612,1,157500,4,514602.0,,1.0,,
114806,0,1,20873,1,37350,4,117162.0,,1.0,,
153156,1,1,10085,0,225000,2,1762110.0,1.0,,,
256081,0,1,21798,1,198000,1,1223010.0,,1.0,,
100213,0,1,13873,0,49500,4,278460.0,,1.0,,
152457,0,1,14679,1,83250,4,180000.0,,1.0,,
177627,0,1,20560,1,81000,4,675000.0,,1.0,,
316260,1,1,16308,0,135000,4,592560.0,1.0,,,
380582,0,1,13000,0,360000,4,765000.0,,1.0,,
243338,1,1,12871,0,270000,4,405000.0,1.0,,,
445699,0,1,9531,0,90000,4,135000.0,,1.0,,
328927,1,1,18629,1,360000,1,1288350.0,1.0,,,
284057,1,1,18431,1,90000,4,138204.0,1.0,,,
192785,0,1,23681,1,135000,4,1303812.0,,1.0,,
182158,0,1,17686,1,126000,4,882000.0,,1.0,,
244766,0,1,19451,1,225000,4,433057.5,,1.0,,
260120,0,1,14341,1,202500,4,312768.0,,1.0,,
373270,0,1,15866,1,270000,1,348826.5,,1.0,,
451141,1,1,19361,1,126000,4,513531.0,1.0,,,
240461,0,1,18825,1,112500,1,490495.5,,1.0,,
224276,0,1,14508,1,157500,4,599778.0,,1.0,,
227810,0,1,12943,1,112500,2,450000.0,,1.0,,
110222,0,1,12335,1,157500,1,1024740.0,,1.0,,
369875,0,1,12329,1,112500,4,225000.0,,1.0,,
336853,1,1,12417,1,315000,2,1375380.0,1.0,,,
148425,0,1,13478,0,135000,4,1467612.0,,1.0,,
286330,0,1,20900,1,252000,4,697500.0,,1.0,,
318453,1,1,14071,1,157500,4,781920.0,1.0,,,
365982,0,1,19933,0,135000,1,254700.0,,1.0,,
230380,0,1,12691,1,135000,4,733315.5,,1.0,,
286630,0,1,14138,1,90000,4,257391.0,,1.0,,
228780,0,1,15963,1,427500,2,1386684.0,,1.0,,
445490,1,1,12463,0,225000,4,450000.0,1.0,,,
256530,0,1,23672,1,103500,4,854352.0,,1.0,,
150256,0,1,15346,1,450000,4,1443150.0,,1.0,,
264253,0,1,18453,1,135000,4,755190.0,,1.0,,
432109,1,1,13383,1,270000,1,1078200.0,1.0,,,
